Account Type,Account Address,Original Vesting,Delegated Free,Delegated Vesting,End Time,Start Time,Periods
Periodic,quick1qaj4tcq6hewn9pfzerr4za4zsvjphr5fnltv32,7718111206uqck,117451819uqck,6431759341uqck,1718496000,1671195600,"{length: 7729200, amount: 1286351865uqck}; {length: 2678400, amount: 428783956uqck}; {length: 2592000, amount: 428783956uqck}; {length: 2678400, amount: 428783956uqck}; {length: 2592000, amount: 428783956uqck}; {length: 2678400, amount: 428783956uqck}; {length: 2678400, amount: 428783956uqck}; {length: 2592000, amount: 428783956uqck}; {length: 2678400, amount: 428783956uqck}; {length: 2592000, amount: 428783956uqck}; {length: 2678400, amount: 428783956uqck}; {length: 2678400, amount: 428783956uqck}; {length: 2505600, amount: 428783956uqck}; {length: 2678400, amount: 428783956uqck}; {length: 2592000, amount: 428783956uqck}; {length: 2678400, amount: 428783957uqck}"
Periodic,quick1q7zqlefvf4cdur0j328g4r5drmseu8rnapucnq,1172252613uqck,53373112uqck,846626888uqck,1718496000,1671195600,"{length: 7729200, amount: 195375435uqck}; {length: 2678400, amount: 65125145uqck}; {length: 2592000, amount: 65125145uqck}; {length: 2678400, amount: 65125145uqck}; {length: 2592000, amount: 65125145uqck}; {length: 2678400, amount: 65125145uqck}; {length: 2678400, amount: 65125145uqck}; {length: 2592000, amount: 65125145uqck}; {length: 2678400, amount: 65125145uqck}; {length: 2592000, amount: 65125145uqck}; {length: 2678400, amount: 65125145uqck}; {length: 2678400, amount: 65125145uqck}; {length: 2505600, amount: 65125145uqck}; {length: 2678400, amount: 65125145uqck}; {length: 2592000, amount: 65125145uqck}; {length: 2678400, amount: 65125148uqck}"
Periodic,quick1q7ew8t9e5xzj4mlsk4tafczkeddvrua0ae04r0,1378569073uqck,,,1718496000,1671195600,"{length: 7729200, amount: 229761510uqck}; {length: 2678400, amount: 76587170uqck}; {length: 2592000, amount: 76587170uqck}; {length: 2678400, amount: 76587170uqck}; {length: 2592000, amount: 76587170uqck}; {length: 2678400, amount: 76587170uqck}; {length: 2678400, amount: 76587170uqck}; {length: 2592000, amount: 76587170uqck}; {length: 2678400, amount: 76587170uqck}; {length: 2592000, amount: 76587170uqck}; {length: 2678400, amount: 76587170uqck}; {length: 2678400, amount: 76587170uqck}; {length: 2505600, amount: 76587170uqck}; {length: 2678400, amount: 76587170uqck}; {length: 2592000, amount: 76587170uqck}; {length: 2678400, amount: 76587183uqck}"
Periodic,quick1qlckz3nplj3sf323n4ma7n75fmv60lpclq5ccc,1069094383uqck,,,1718496000,1671195600,"{length: 7729200, amount: 178182396uqck}; {length: 2678400, amount: 59394132uqck}; {length: 2592000, amount: 59394132uqck}; {length: 2678400, amount: 59394132uqck}; {length: 2592000, amount: 59394132uqck}; {length: 2678400, amount: 59394132uqck}; {length: 2678400, amount: 59394132uqck}; {length: 2592000, amount: 59394132uqck}; {length: 2678400, amount: 59394132uqck}; {length: 2592000, amount: 59394132uqck}; {length: 2678400, amount: 59394132uqck}; {length: 2678400, amount: 59394132uqck}; {length: 2505600, amount: 59394132uqck}; {length: 2678400, amount: 59394132uqck}; {length: 2592000, amount: 59394132uqck}; {length: 2678400, amount: 59394139uqck}"
Periodic,quick1pz0ud9uve5k4jeyeph0qhta9pl78pt6eqlsk24,13766934691uqck,,9181280473uqck,1718496000,1671195600,"{length: 7729200, amount: 2294489115uqck}; {length: 2678400, amount: 764829705uqck}; {length: 2592000, amount: 764829705uqck}; {length: 2678400, amount: 764829705uqck}; {length: 2592000, amount: 764829705uqck}; {length: 2678400, amount: 764829705uqck}; {length: 2678400, amount: 764829705uqck}; {length: 2592000, amount: 764829705uqck}; {length: 2678400, amount: 764829705uqck}; {length: 2592000, amount: 764829705uqck}; {length: 2678400, amount: 764829705uqck}; {length: 2678400, amount: 764829705uqck}; {length: 2505600, amount: 764829705uqck}; {length: 2678400, amount: 764829705uqck}; {length: 2592000, amount: 764829705uqck}; {length: 2678400, amount: 764829706uqck}"
Periodic,quick1prrk9sffu46umy33q3ejn02y5494gg759zdtvs,572059275uqck,127124247uqck,444934994uqck,1718496000,1671195600,"{length: 7729200, amount: 95343210uqck}; {length: 2678400, amount: 31781071uqck}; {length: 2592000, amount: 31781071uqck}; {length: 2678400, amount: 31781071uqck}; {length: 2592000, amount: 31781071uqck}; {length: 2678400, amount: 31781071uqck}; {length: 2678400, amount: 31781071uqck}; {length: 2592000, amount: 31781071uqck}; {length: 2678400, amount: 31781071uqck}; {length: 2592000, amount: 31781071uqck}; {length: 2678400, amount: 31781071uqck}; {length: 2678400, amount: 31781071uqck}; {length: 2505600, amount: 31781071uqck}; {length: 2678400, amount: 31781071uqck}; {length: 2592000, amount: 31781071uqck}; {length: 2678400, amount: 31781071uqck}"
Periodic,quick1pr25lwxms9enwse2yenvhqg6l6mm00648st6p2,70000000000uqck,,,1711238400,1679616000,"{length: 2674800, amount: 5833333337uqck}; {length: 2592000, amount: 5833333333uqck}; {length: 2678400, amount: 5833333333uqck}; {length: 2592000, amount: 5833333333uqck}; {length: 2678400, amount: 5833333333uqck}; {length: 2678400, amount: 5833333333uqck}; {length: 2592000, amount: 5833333333uqck}; {length: 2682000, amount: 5833333333uqck}; {length: 2592000, amount: 5833333333uqck}; {length: 2678400, amount: 5833333333uqck}; {length: 2678400, amount: 5833333333uqck}; {length: 2505600, amount: 5833333333uqck}"
Periodic,quick1prd9du0h0e8etc5cnewt76uq44dhdrp4z7hhm9,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick1py5ymf5u9qhyvcuc2w0gl5rtxmn2728fgwq64n,703351568uqck,,,1718496000,1671195600,"{length: 7729200, amount: 117225261uqck}; {length: 2678400, amount: 39075087uqck}; {length: 2592000, amount: 39075087uqck}; {length: 2678400, amount: 39075087uqck}; {length: 2592000, amount: 39075087uqck}; {length: 2678400, amount: 39075087uqck}; {length: 2678400, amount: 39075087uqck}; {length: 2592000, amount: 39075087uqck}; {length: 2678400, amount: 39075087uqck}; {length: 2592000, amount: 39075087uqck}; {length: 2678400, amount: 39075087uqck}; {length: 2678400, amount: 39075087uqck}; {length: 2505600, amount: 39075087uqck}; {length: 2678400, amount: 39075087uqck}; {length: 2592000, amount: 39075087uqck}; {length: 2678400, amount: 39075089uqck}"
Periodic,quick1p9rywth78292a4ychkfm0lghl7trwk9umehpln,9781275805uqck,,6234499004uqck,1718496000,1671195600,"{length: 7729200, amount: 1630212633uqck}; {length: 2678400, amount: 543404211uqck}; {length: 2592000, amount: 543404211uqck}; {length: 2678400, amount: 543404211uqck}; {length: 2592000, amount: 543404211uqck}; {length: 2678400, amount: 543404211uqck}; {length: 2678400, amount: 543404211uqck}; {length: 2592000, amount: 543404211uqck}; {length: 2678400, amount: 543404211uqck}; {length: 2592000, amount: 543404211uqck}; {length: 2678400, amount: 543404211uqck}; {length: 2678400, amount: 543404211uqck}; {length: 2505600, amount: 543404211uqck}; {length: 2678400, amount: 543404211uqck}; {length: 2592000, amount: 543404211uqck}; {length: 2678400, amount: 543404218uqck}"
Periodic,quick1p92tkz2xukfxgxyexjzcxkm6tvq0mzt7pm4nmq,9396776948uqck,,6786776948uqck,1718496000,1671195600,"{length: 7729200, amount: 1566129489uqck}; {length: 2678400, amount: 522043163uqck}; {length: 2592000, amount: 522043163uqck}; {length: 2678400, amount: 522043163uqck}; {length: 2592000, amount: 522043163uqck}; {length: 2678400, amount: 522043163uqck}; {length: 2678400, amount: 522043163uqck}; {length: 2592000, amount: 522043163uqck}; {length: 2678400, amount: 522043163uqck}; {length: 2592000, amount: 522043163uqck}; {length: 2678400, amount: 522043163uqck}; {length: 2678400, amount: 522043163uqck}; {length: 2505600, amount: 522043163uqck}; {length: 2678400, amount: 522043163uqck}; {length: 2592000, amount: 522043163uqck}; {length: 2678400, amount: 522043177uqck}"
Periodic,quick1pxp9cskp33dcgelpredm92et26u6k3emhhap3v,11450563527uqck,354863727uqck,9542136273uqck,1718496000,1671195600,"{length: 7729200, amount: 1908427254uqck}; {length: 2678400, amount: 636142418uqck}; {length: 2592000, amount: 636142418uqck}; {length: 2678400, amount: 636142418uqck}; {length: 2592000, amount: 636142418uqck}; {length: 2678400, amount: 636142418uqck}; {length: 2678400, amount: 636142418uqck}; {length: 2592000, amount: 636142418uqck}; {length: 2678400, amount: 636142418uqck}; {length: 2592000, amount: 636142418uqck}; {length: 2678400, amount: 636142418uqck}; {length: 2678400, amount: 636142418uqck}; {length: 2505600, amount: 636142418uqck}; {length: 2678400, amount: 636142418uqck}; {length: 2592000, amount: 636142418uqck}; {length: 2678400, amount: 636142421uqck}"
Periodic,quick1px6pc9jyxr8uj2flkgtswxax7jlptrr3gnkg2t,1875604181uqck,,1535000000uqck,1718496000,1671195600,"{length: 7729200, amount: 312600696uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2592000, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2592000, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2592000, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2592000, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2505600, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2592000, amount: 104200232uqck}; {length: 2678400, amount: 104200237uqck}"
Periodic,quick1p8gy6udf4l2d52aj4fp94staey34k579lprze4,16177086064uqck,501094945uqck,13480905055uqck,1718496000,1671195600,"{length: 7729200, amount: 2696181009uqck}; {length: 2678400, amount: 898727003uqck}; {length: 2592000, amount: 898727003uqck}; {length: 2678400, amount: 898727003uqck}; {length: 2592000, amount: 898727003uqck}; {length: 2678400, amount: 898727003uqck}; {length: 2678400, amount: 898727003uqck}; {length: 2592000, amount: 898727003uqck}; {length: 2678400, amount: 898727003uqck}; {length: 2592000, amount: 898727003uqck}; {length: 2678400, amount: 898727003uqck}; {length: 2678400, amount: 898727003uqck}; {length: 2505600, amount: 898727003uqck}; {length: 2678400, amount: 898727003uqck}; {length: 2592000, amount: 898727003uqck}; {length: 2678400, amount: 898727013uqck}"
Periodic,quick1p87wwvu0vzhs6ucceqz03sg828m76vdwzt9d6w,2391395331uqck,,,1718496000,1671195600,"{length: 7729200, amount: 398565888uqck}; {length: 2678400, amount: 132855296uqck}; {length: 2592000, amount: 132855296uqck}; {length: 2678400, amount: 132855296uqck}; {length: 2592000, amount: 132855296uqck}; {length: 2678400, amount: 132855296uqck}; {length: 2678400, amount: 132855296uqck}; {length: 2592000, amount: 132855296uqck}; {length: 2678400, amount: 132855296uqck}; {length: 2592000, amount: 132855296uqck}; {length: 2678400, amount: 132855296uqck}; {length: 2678400, amount: 132855296uqck}; {length: 2505600, amount: 132855296uqck}; {length: 2678400, amount: 132855296uqck}; {length: 2592000, amount: 132855296uqck}; {length: 2678400, amount: 132855299uqck}"
Periodic,quick1pfc2fw56vzqmva2qerpaqgnqzu9j98rmq0mxgv,9331130802uqck,,,1718496000,1671195600,"{length: 7729200, amount: 1555188465uqck}; {length: 2678400, amount: 518396155uqck}; {length: 2592000, amount: 518396155uqck}; {length: 2678400, amount: 518396155uqck}; {length: 2592000, amount: 518396155uqck}; {length: 2678400, amount: 518396155uqck}; {length: 2678400, amount: 518396155uqck}; {length: 2592000, amount: 518396155uqck}; {length: 2678400, amount: 518396155uqck}; {length: 2592000, amount: 518396155uqck}; {length: 2678400, amount: 518396155uqck}; {length: 2678400, amount: 518396155uqck}; {length: 2505600, amount: 518396155uqck}; {length: 2678400, amount: 518396155uqck}; {length: 2592000, amount: 518396155uqck}; {length: 2678400, amount: 518396167uqck}"
Periodic,quick1p2pg4apwlwlhs3n3cwkclvqzuj73zzvvrfz6np,15436222412uqck,,10500000000uqck,1718496000,1671195600,"{length: 7729200, amount: 2572703733uqck}; {length: 2678400, amount: 857567911uqck}; {length: 2592000, amount: 857567911uqck}; {length: 2678400, amount: 857567911uqck}; {length: 2592000, amount: 857567911uqck}; {length: 2678400, amount: 857567911uqck}; {length: 2678400, amount: 857567911uqck}; {length: 2592000, amount: 857567911uqck}; {length: 2678400, amount: 857567911uqck}; {length: 2592000, amount: 857567911uqck}; {length: 2678400, amount: 857567911uqck}; {length: 2678400, amount: 857567911uqck}; {length: 2505600, amount: 857567911uqck}; {length: 2678400, amount: 857567911uqck}; {length: 2592000, amount: 857567911uqck}; {length: 2678400, amount: 857567925uqck}"
Periodic,quick1pvjugp7d7xjdk89hz0nuchzegwrk7er6leac82,2372639289uqck,,,1718496000,1671195600,"{length: 7729200, amount: 395439879uqck}; {length: 2678400, amount: 131813294uqck}; {length: 2592000, amount: 131813294uqck}; {length: 2678400, amount: 131813294uqck}; {length: 2592000, amount: 131813294uqck}; {length: 2678400, amount: 131813294uqck}; {length: 2678400, amount: 131813294uqck}; {length: 2592000, amount: 131813294uqck}; {length: 2678400, amount: 131813294uqck}; {length: 2592000, amount: 131813294uqck}; {length: 2678400, amount: 131813294uqck}; {length: 2678400, amount: 131813294uqck}; {length: 2505600, amount: 131813294uqck}; {length: 2678400, amount: 131813294uqck}; {length: 2592000, amount: 131813294uqck}; {length: 2678400, amount: 131813294uqck}"
Periodic,quick1pvhzqfcpww0kcvm4wtvqesfp2llef0uk82n9ca,11656879987uqck,508547462uqck,9157745767uqck,1718496000,1671195600,"{length: 7729200, amount: 1942813329uqck}; {length: 2678400, amount: 647604443uqck}; {length: 2592000, amount: 647604443uqck}; {length: 2678400, amount: 647604443uqck}; {length: 2592000, amount: 647604443uqck}; {length: 2678400, amount: 647604443uqck}; {length: 2678400, amount: 647604443uqck}; {length: 2592000, amount: 647604443uqck}; {length: 2678400, amount: 647604443uqck}; {length: 2592000, amount: 647604443uqck}; {length: 2678400, amount: 647604443uqck}; {length: 2678400, amount: 647604443uqck}; {length: 2505600, amount: 647604443uqck}; {length: 2678400, amount: 647604443uqck}; {length: 2592000, amount: 647604443uqck}; {length: 2678400, amount: 647604456uqck}"
Periodic,quick1pdw7v0t0uvgvczvmalncuctmnle2tyre3r5x9z,14160811569uqck,,,1718496000,1671195600,"{length: 7729200, amount: 2360135259uqck}; {length: 2678400, amount: 786711754uqck}; {length: 2592000, amount: 786711754uqck}; {length: 2678400, amount: 786711754uqck}; {length: 2592000, amount: 786711754uqck}; {length: 2678400, amount: 786711754uqck}; {length: 2678400, amount: 786711754uqck}; {length: 2592000, amount: 786711754uqck}; {length: 2678400, amount: 786711754uqck}; {length: 2592000, amount: 786711754uqck}; {length: 2678400, amount: 786711754uqck}; {length: 2678400, amount: 786711754uqck}; {length: 2505600, amount: 786711754uqck}; {length: 2678400, amount: 786711754uqck}; {length: 2592000, amount: 786711754uqck}; {length: 2678400, amount: 786711754uqck}"
Periodic,quick1pwqaffalp47c97yyz76qy4yzdxyvcpwf26utsk,1341056990uqck,509404uqck,1117547492uqck,1718496000,1671195600,"{length: 7729200, amount: 223509498uqck}; {length: 2678400, amount: 74503166uqck}; {length: 2592000, amount: 74503166uqck}; {length: 2678400, amount: 74503166uqck}; {length: 2592000, amount: 74503166uqck}; {length: 2678400, amount: 74503166uqck}; {length: 2678400, amount: 74503166uqck}; {length: 2592000, amount: 74503166uqck}; {length: 2678400, amount: 74503166uqck}; {length: 2592000, amount: 74503166uqck}; {length: 2678400, amount: 74503166uqck}; {length: 2678400, amount: 74503166uqck}; {length: 2505600, amount: 74503166uqck}; {length: 2678400, amount: 74503166uqck}; {length: 2592000, amount: 74503166uqck}; {length: 2678400, amount: 74503168uqck}"
Periodic,quick1psxl0z3xm28j98q6utddufym0efa9exge4mw9j,7164807973uqck,,6064807973uqck,1718496000,1671195600,"{length: 7729200, amount: 1194134661uqck}; {length: 2678400, amount: 398044887uqck}; {length: 2592000, amount: 398044887uqck}; {length: 2678400, amount: 398044887uqck}; {length: 2592000, amount: 398044887uqck}; {length: 2678400, amount: 398044887uqck}; {length: 2678400, amount: 398044887uqck}; {length: 2592000, amount: 398044887uqck}; {length: 2678400, amount: 398044887uqck}; {length: 2592000, amount: 398044887uqck}; {length: 2678400, amount: 398044887uqck}; {length: 2678400, amount: 398044887uqck}; {length: 2505600, amount: 398044887uqck}; {length: 2678400, amount: 398044887uqck}; {length: 2592000, amount: 398044887uqck}; {length: 2678400, amount: 398044894uqck}"
Periodic,quick1psgm4efq6ts4dlglcu0y4pw6lcn7kl8dehd2jc,14610956572uqck,1292166888uqck,14610956572uqck,1718496000,1671195600,"{length: 7729200, amount: 2435159427uqck}; {length: 2678400, amount: 811719809uqck}; {length: 2592000, amount: 811719809uqck}; {length: 2678400, amount: 811719809uqck}; {length: 2592000, amount: 811719809uqck}; {length: 2678400, amount: 811719809uqck}; {length: 2678400, amount: 811719809uqck}; {length: 2592000, amount: 811719809uqck}; {length: 2678400, amount: 811719809uqck}; {length: 2592000, amount: 811719809uqck}; {length: 2678400, amount: 811719809uqck}; {length: 2678400, amount: 811719809uqck}; {length: 2505600, amount: 811719809uqck}; {length: 2678400, amount: 811719809uqck}; {length: 2592000, amount: 811719809uqck}; {length: 2678400, amount: 811719819uqck}"
Periodic,quick1ps2xnjrklvhpf3rcqmrqc3wjdedyqg66rww63t,2625845854uqck,,1886000000uqck,1718496000,1671195600,"{length: 7729200, amount: 437640975uqck}; {length: 2678400, amount: 145880325uqck}; {length: 2592000, amount: 145880325uqck}; {length: 2678400, amount: 145880325uqck}; {length: 2592000, amount: 145880325uqck}; {length: 2678400, amount: 145880325uqck}; {length: 2678400, amount: 145880325uqck}; {length: 2592000, amount: 145880325uqck}; {length: 2678400, amount: 145880325uqck}; {length: 2592000, amount: 145880325uqck}; {length: 2678400, amount: 145880325uqck}; {length: 2678400, amount: 145880325uqck}; {length: 2505600, amount: 145880325uqck}; {length: 2678400, amount: 145880325uqck}; {length: 2592000, amount: 145880325uqck}; {length: 2678400, amount: 145880329uqck}"
